ticket_id,text,category,priority
TCK-12014,Requesting standard workstation hardware provisioning for incoming senior software engineer starting next week. Causes immediate revenue loss and prevents checkout completion.,Technical / IT Support,Low
TCK-12069,Automated monitoring alert: Corporate VPN gateway is rejecting connections with 'TLS Handshake Failed'. Remote engineers cannot access servers. No immediate workaround available; critical customer escalation.,Technical / IT Support,Critical
TCK-10600,Escalation notice: Subscription auto-renewed without prior 30-day notice; requesting full refund for unused seat licenses. This is blocking the entire finance department from closing month-end accounts.,Billing & Payment,Medium
TCK-10006,Client wrote: UI regression: Form fields overlap and become unclickable in Batch Processing Worker when generating the annual revenue reconciliation report. No immediate workaround available; critical customer escalation.,Bug / System Error,Low
TCK-12264,"Direct message from enterprise admin: Local Docker desktop engine fails to start, reporting 'Hardware-assisted virtualization is disabled in UEFI'. Halts all production CI/CD deployments across engineering.",Technical / IT Support,Medium
TCK-11506,"Customer reports: Please introduce keyboard navigation shortcuts (e.g., 'j/k' to traverse items, 'e' to archive) for power users. Only affects a single user, but workaround is cumbersome.",Feature Request,Low
TCK-10030,"Helpdesk dispatch: Data corruption risk: After importing customer leads from Salesforce, previously saved records disappear from Checkout Service. Visual bug only; functional workflows remain operational.",Bug / System Error,Medium
TCK-12226,Physical Ethernet port at desk #38 has no link light and does not assign a DHCP IP address. Halts all production CI/CD deployments across engineering.,Technical / IT Support,Low
TCK-10899,"Client wrote: Disputed transaction: We were charged the Enterprise annual tier rate of $3,245 instead of monthly tier. Minor inconvenience for internal staff.",Billing & Payment,High
TCK-12123,Assistance needed to configure corporate AWS CLI credentials and kubectl context on developer workstation. Causes immediate revenue loss and prevents checkout completion.,Technical / IT Support,Low
TCK-12281,Client wrote: Office Wi-Fi in the 4th floor engineering wing is suffering severe packet loss and DNS resolution timeouts. High severity as our SLA requires a resolution within 2 hours.,Technical / IT Support,High
TCK-10302,"Helpdesk dispatch: Data corruption risk: After invoking the batch synchronization API, previously saved records disappear from Analytics Dashboard. Visual bug only; functional workflows remain operational.",Bug / System Error,Critical
TCK-12217,"Automated monitoring alert: Local Docker desktop engine fails to start, reporting 'Hardware-assisted virtualization is disabled in UEFI'. Affects more than 2,000 active concurrent users.",Technical / IT Support,Medium
TCK-11882,Please provide a public REST API endpoint allowing programmatic retrieval of workspace analytics metrics. No immediate workaround available; critical customer escalation.,Feature Request,Medium
TCK-11373,"Ticket opened by employee: User session randomly terminates every 3 minutes, forcing re-authentication on on employee MacBook Pro (macOS Sonoma). High severity as our SLA requires a resolution within 2 hours.",Account & Access,Medium
TCK-11385,Received '403 Forbidden: Insufficient Permissions' when trying to access workspace 'Cyberdyne Systems' despite being admin. This is blocking the entire finance department from closing month-end accounts.,Account & Access,Medium
TCK-11681,"Customer reports: Feature enhancement: Support multi-currency checkout (EUR, GBP, JPY, CAD) on the customer-facing billing page. No immediate workaround available; critical customer escalation.",Feature Request,Critical
TCK-10545,Client wrote: Our corporate account was billed twice for invoice #55698. Total overcharge is $603. High severity as our SLA requires a resolution within 2 hours.,Billing & Payment,High
TCK-10884,"Direct message from enterprise admin: Cannot download tax / VAT invoice receipt for invoice #49709. Need it immediately for external audit. Low impact, customer is just inquiring for future planning.",Billing & Payment,Medium
TCK-10225,Crash report: Worker thread terminated unexpectedly with SSL handshake failed: certificate expired while clicking the bulk submit button. No immediate workaround available; critical customer escalation.,Bug / System Error,Critical
TCK-10436,Urgent assistance requested: UI regression: Form fields overlap and become unclickable in Checkout Service when uploading a 25MB CSV data file. Minor inconvenience for internal staff.,Bug / System Error,Low
TCK-11539,Feature request: Allow custom branding and company logo white-labeling on client-facing export reports. High severity as our SLA requires a resolution within 2 hours.,Feature Request,Low
TCK-10571,"Helpdesk dispatch: Disputed transaction: We were charged the Enterprise annual tier rate of $1,234 instead of monthly tier. This is blocking the entire finance department from closing month-end accounts.",Billing & Payment,High
TCK-11974,"Issue logged via web portal: Please provide a public REST API endpoint allowing programmatic retrieval of workspace analytics metrics. Affects more than 2,000 active concurrent users.",Feature Request,Medium
TCK-10149,Internal incident report: Typo and visual bug: Text label displays 'Unkown Error' instead of valid status on Search Backend.,Bug / System Error,Low
TCK-12468,"Support inquiry from tier-1: Physical Ethernet port at desk #38 has no link light and does not assign a DHCP IP address. Low impact, customer is just inquiring for future planning.",Technical / IT Support,Low
TCK-10969,Direct message from enterprise admin: Payment gateway webhook failed after customer checkout; customer was charged but order shows unpaid. Causes immediate revenue loss and prevents checkout completion.,Billing & Payment,Critical
TCK-10931,Helpdesk dispatch: Need clarification on line-item usage charges for data egress on current monthly billing statement. High severity as our SLA requires a resolution within 2 hours.,Billing & Payment,Low
TCK-11717,"Please provide a public REST API endpoint allowing programmatic retrieval of workspace analytics metrics. Only affects a single user, but workaround is cumbersome.",Feature Request,Medium
TCK-10650,Cannot download tax / VAT invoice receipt for invoice #70003. Need it immediately for external audit. Visual bug only; functional workflows remain operational.,Billing & Payment,Medium
TCK-12412,Helpdesk dispatch: Floor 3 network printer is displaying 'Paper Jam Error 52' even though the internal tray is completely clear. Minor inconvenience for internal staff.,Technical / IT Support,Low
TCK-11102,Urgent assistance requested: Two-Factor Authentication (2FA) SMS verification code is not being delivered to phone ending in 2039. This is blocking the entire finance department from closing month-end accounts.,Account & Access,Critical
TCK-10922,"User stated: Disputed transaction: We were charged the Enterprise annual tier rate of $4,042 instead of monthly tier. Only affects a single user, but workaround is cumbersome.",Billing & Payment,High
TCK-11186,How can I transfer primary account ownership from e.dubois@globexglobal.com to finance@company.com? Visual bug only; functional workflows remain operational.,Account & Access,Low
TCK-12425,Critical alert logged: Requesting standard workstation hardware provisioning for incoming senior software engineer starting next week. High severity as our SLA requires a resolution within 2 hours.,Technical / IT Support,Low
TCK-10484,Helpdesk dispatch: UI regression: Form fields overlap and become unclickable in Analytics Dashboard when rendering the executive KPI dashboard. This is blocking the entire finance department from closing month-end accounts.,Bug / System Error,Low
TCK-11743,"Requesting Webhook support for ticket status updates so our engineering team can trigger custom Slack alerts. Low impact, customer is just inquiring for future planning.",Feature Request,Medium
TCK-10917,Requesting official formal price quote for expanding from 50 to 150 user licenses for Pied Piper. Halts all production CI/CD deployments across engineering.,Billing & Payment,Low
TCK-11033,Received '403 Forbidden: Insufficient Permissions' when trying to access workspace 'Umbrella Corp' despite being admin. High severity as our SLA requires a resolution within 2 hours.,Account & Access,Medium
TCK-10188,Automated monitoring alert: Unhandled exception thrown during processing payroll deductions for all employees. Stack trace indicates Deadlock detected in transaction #TX-9482. on employee MacBook Pro (macOS Sonoma). Causes immediate revenue loss and prevents checkout completion.,Bug / System Error,High
TCK-10594,"Account marked past due and suspended, but wire transfer of $3,201 was completed 3 business days ago. Visual bug only; functional workflows remain operational.",Billing & Payment,Critical
TCK-10879,"Helpdesk dispatch: Our corporate account was billed twice for invoice #25857. Total overcharge is $4,425. High severity as our SLA requires a resolution within 2 hours.",Billing & Payment,High
TCK-10310,Encountered a fatal crash during generating the annual revenue reconciliation report. The screen went completely blank and logged SSL handshake failed: certificate expired. Causes immediate revenue loss and prevents checkout completion.,Bug / System Error,High
TCK-11313,Password reset link gives 'HTTP 400 Token Invalid or Expired' immediately upon opening. Causes immediate revenue loss and prevents checkout completion.,Account & Access,High
TCK-10938,"Need clarification on line-item usage charges for data egress on current monthly billing statement. Only affects a single user, but workaround is cumbersome.",Billing & Payment,Low
TCK-10895,Internal incident report: Need clarification on line-item usage charges for data egress on current monthly billing statement. Visual bug only; functional workflows remain operational.,Billing & Payment,Low
TCK-11323,Helpdesk dispatch: Company-wide SSO login outage: Okta SAML returns 'Invalid assertion signature'. All employees locked out! This is blocking the entire finance department from closing month-end accounts.,Account & Access,Critical
TCK-10810,Subscription auto-renewed without prior 30-day notice; requesting full refund for unused seat licenses. Causes immediate revenue loss and prevents checkout completion.,Billing & Payment,Medium
TCK-10112,"Inquiry received: Intermittent failure: rendering the executive KPI dashboard fails with ERR_CONNECTION_REFUSED on port 8080 for about 15% of requests. Only affects a single user, but workaround is cumbersome.",Bug / System Error,Medium
TCK-10177,Ticket opened by employee: Typo and visual bug: Text label displays 'Unkown Error' instead of valid status on Search Backend.,Bug / System Error,Low
TCK-12011,"Support inquiry from tier-1: CrowdStrike endpoint sensor is consuming 98% CPU continuously, causing laptop to freeze. Low impact, customer is just inquiring for future planning.",Technical / IT Support,High
TCK-11271,Locked out of account. Password reset email never arrives for user a.patel@globexglobal.com. Minor inconvenience for internal staff.,Account & Access,Critical
TCK-11800,"Please introduce keyboard navigation shortcuts (e.g., 'j/k' to traverse items, 'e' to archive) for power users. Visual bug only; functional workflows remain operational.",Feature Request,Low
TCK-12330,Inquiry received: Physical Ethernet port at desk #38 has no link light and does not assign a DHCP IP address. This is blocking the entire finance department from closing month-end accounts.,Technical / IT Support,High
TCK-10645,Please remove expired corporate credit card ending in 4156 and assign the new Amex as default. Causes immediate revenue loss and prevents checkout completion.,Billing & Payment,Low
TCK-11092,Client wrote: Need help configuring Role-Based Access Control (RBAC) permissions for third-party auditing contractors. No immediate workaround available; critical customer escalation.,Account & Access,Low
TCK-10738,"Disputed transaction: We were charged the Enterprise annual tier rate of $2,035 instead of monthly tier. No immediate workaround available; critical customer escalation.",Billing & Payment,Low
TCK-11857,User stated: Would appreciate an automated weekly email digest summarizing team performance and open ticket counts. Causes immediate revenue loss and prevents checkout completion.,Feature Request,Low
TCK-11989,Client wrote: Requesting Webhook support for ticket status updates so our engineering team can trigger custom Slack alerts. Minor inconvenience for internal staff.,Feature Request,Medium
TCK-11916,"Escalation notice: We would love the ability to export all chart visualizations directly to high-res SVG or vector PDF. Low impact, customer is just inquiring for future planning.",Feature Request,Low
TCK-10860,Payment gateway webhook failed after customer checkout; customer was charged but order shows unpaid. Causes immediate revenue loss and prevents checkout completion.,Billing & Payment,Critical
TCK-11424,"Locked out of account. Password reset email never arrives for user a.patel@globexglobal.com. Only affects a single user, but workaround is cumbersome.",Account & Access,High
TCK-12050,"Urgent assistance requested: Requesting standard workstation hardware provisioning for incoming senior software engineer starting next week. Low impact, customer is just inquiring for future planning.",Technical / IT Support,Low
TCK-11147,Automated monitoring alert: Security escalation: Unusual login detected from unrecognized IP in foreign jurisdiction for account t.tanaka. Halts all production CI/CD deployments across engineering.,Account & Access,Critical
TCK-11762,"Helpdesk dispatch: Please introduce keyboard navigation shortcuts (e.g., 'j/k' to traverse items, 'e' to archive) for power users. This is blocking the entire finance department from closing month-end accounts.",Feature Request,Low
TCK-11673,Would appreciate an automated weekly email digest summarizing team performance and open ticket counts. Visual bug only; functional workflows remain operational.,Feature Request,Low
TCK-10905,Subscription auto-renewed without prior 30-day notice; requesting full refund for unused seat licenses. Visual bug only; functional workflows remain operational.,Billing & Payment,Medium
TCK-10069,Helpdesk dispatch: Encountered a fatal crash during executing SQL query against reporting replica. The screen went completely blank and logged SocketTimeoutException after 30000ms. This is blocking the entire finance department from closing month-end accounts.,Bug / System Error,High
TCK-12422,"CrowdStrike endpoint sensor is consuming 98% CPU continuously, causing laptop to freeze. Only affects a single user, but workaround is cumbersome.",Technical / IT Support,High
TCK-10920,Cannot download tax / VAT invoice receipt for invoice #92821. Need it immediately for external audit. Visual bug only; functional workflows remain operational.,Billing & Payment,Critical
TCK-11783,We would love the ability to export all chart visualizations directly to high-res SVG or vector PDF. This is blocking the entire finance department from closing month-end accounts.,Feature Request,Low
TCK-11465,"Internal incident report: Need help configuring Role-Based Access Control (RBAC) permissions for third-party auditing contractors. Low impact, customer is just inquiring for future planning.",Account & Access,Low
TCK-10872,Subscription auto-renewed without prior 30-day notice; requesting full refund for unused seat licenses. Causes immediate revenue loss and prevents checkout completion.,Billing & Payment,Medium
TCK-11823,Helpdesk dispatch: Feature request: Allow custom branding and company logo white-labeling on client-facing export reports. Visual bug only; functional workflows remain operational.,Feature Request,Low
TCK-10587,Invoice #37470 has the incorrect legal entity tax ID. Please regenerate with GST/VAT #VAT-37470. Visual bug only; functional workflows remain operational.,Billing & Payment,High
TCK-11176,Account locked after multiple failed attempts. Please unlock username 'a.patel' immediately. Causes immediate revenue loss and prevents checkout completion.,Account & Access,Medium
TCK-12358,Support inquiry from tier-1: Need replacement 90W USB-C AC power adapter for Dell Latitude laptop; current cable has a frayed wire. Minor inconvenience for internal staff.,Technical / IT Support,Low
TCK-11855,Customer reports: Would appreciate an automated weekly email digest summarizing team performance and open ticket counts. Halts all production CI/CD deployments across engineering.,Feature Request,Low
TCK-10606,"Escalation notice: Disputed transaction: We were charged the Enterprise annual tier rate of $2,479 instead of monthly tier. No immediate workaround available; critical customer escalation.",Billing & Payment,High
TCK-11703,"Issue logged via web portal: Requesting comprehensive audit log viewer in the admin console to track configuration modifications. Low impact, customer is just inquiring for future planning.",Feature Request,Medium
TCK-12148,"Ticket opened by employee: Dual external monitors are not recognized when connecting Lenovo ThinkPad to the USB-C docking station. Affects more than 2,000 active concurrent users.",Technical / IT Support,Low
TCK-12378,"Helpdesk dispatch: Assistance needed to configure corporate AWS CLI credentials and kubectl context on developer workstation. Only affects a single user, but workaround is cumbersome.",Technical / IT Support,Low
TCK-10791,Client wrote: Payment gateway webhook failed after customer checkout; customer was charged but order shows unpaid. Minor inconvenience for internal staff.,Billing & Payment,Critical
TCK-12461,"Internal code repository server (git.internal.corp) is completely unreachable; SSH connection timed out on port 22. Affects more than 2,000 active concurrent users.",Technical / IT Support,Critical
TCK-10218,Inquiry received: Intermittent failure: rendering the executive KPI dashboard fails with HTTP 500 Internal Server Error for about 15% of requests. Minor inconvenience for internal staff.,Bug / System Error,Medium
TCK-12122,Issue logged via web portal: Office Wi-Fi in the 4th floor engineering wing is suffering severe packet loss and DNS resolution timeouts. Minor inconvenience for internal staff.,Technical / IT Support,High
TCK-10822,Automated monitoring alert: Invoice #49603 has the incorrect legal entity tax ID. Please regenerate with GST/VAT #VAT-49603. This is blocking the entire finance department from closing month-end accounts.,Billing & Payment,Medium
TCK-12029,Internal incident report: Office Wi-Fi in the 4th floor engineering wing is suffering severe packet loss and DNS resolution timeouts. High severity as our SLA requires a resolution within 2 hours.,Technical / IT Support,Low
TCK-11411,Two-Factor Authentication (2FA) SMS verification code is not being delivered to phone ending in 4861. Minor inconvenience for internal staff.,Account & Access,Critical
TCK-11397,Urgent assistance requested: Received '403 Forbidden: Insufficient Permissions' when trying to access workspace 'Acme Corp' despite being admin. No immediate workaround available; critical customer escalation.,Account & Access,Medium
TCK-12235,Internal incident report: Outlook desktop app crashes repeatedly during startup with error 'MAPI32.DLL missing or corrupt'. Visual bug only; functional workflows remain operational.,Technical / IT Support,Medium
TCK-12475,"Local Docker desktop engine fails to start, reporting 'Hardware-assisted virtualization is disabled in UEFI'. This is blocking the entire finance department from closing month-end accounts.",Technical / IT Support,Medium
TCK-11357,Account locked after multiple failed attempts. Please unlock username 'l.muller' immediately. Visual bug only; functional workflows remain operational.,Account & Access,Medium
TCK-10554,"Critical alert logged: Cannot download tax / VAT invoice receipt for invoice #95597. Need it immediately for external audit. Only affects a single user, but workaround is cumbersome.",Billing & Payment,Medium
TCK-11134,Security escalation: Unusual login detected from unrecognized IP in foreign jurisdiction for account k.chen. Causes immediate revenue loss and prevents checkout completion.,Account & Access,Critical
TCK-11334,Client wrote: Company-wide SSO login outage: Okta SAML returns 'Invalid assertion signature'. All employees locked out! High severity as our SLA requires a resolution within 2 hours.,Account & Access,Critical
TCK-10463,Unhandled exception thrown during saving nested profile permissions. Stack trace indicates SSL handshake failed: certificate expired. within the European data region eu-west-1. No immediate workaround available; critical customer escalation.,Bug / System Error,High
TCK-12072,Floor 3 network printer is displaying 'Paper Jam Error 52' even though the internal tray is completely clear. Halts all production CI/CD deployments across engineering.,Technical / IT Support,Low
TCK-10081,Client wrote: Application crashes consistently when saving nested profile permissions. Error message: 'HTTP 502 Bad Gateway'. Environment: in staging environment. No immediate workaround available; critical customer escalation.,Bug / System Error,Critical
TCK-10276,"The export feature is generating corrupted, 0-byte files when importing customer leads from Salesforce. Low impact, customer is just inquiring for future planning.",Bug / System Error,Medium
TCK-11413,Need help configuring Role-Based Access Control (RBAC) permissions for third-party auditing contractors. Halts all production CI/CD deployments across engineering.,Account & Access,Low
TCK-11832,Ticket opened by employee: Please provide a public REST API endpoint allowing programmatic retrieval of workspace analytics metrics. Causes immediate revenue loss and prevents checkout completion.,Feature Request,Medium
TCK-10256,Customer reports: Unhandled exception thrown during clicking the bulk submit button. Stack trace indicates SocketTimeoutException after 30000ms. on employee MacBook Pro (macOS Sonoma). Causes immediate revenue loss and prevents checkout completion.,Bug / System Error,Medium
TCK-12082,"Urgent assistance requested: CrowdStrike endpoint sensor is consuming 98% CPU continuously, causing laptop to freeze. Only affects a single user, but workaround is cumbersome.",Technical / IT Support,High
TCK-11908,User stated: Please provide a public REST API endpoint allowing programmatic retrieval of workspace analytics metrics. This is blocking the entire finance department from closing month-end accounts.,Feature Request,Low
TCK-10695,"User stated: Disputed transaction: We were charged the Enterprise annual tier rate of $4,013 instead of monthly tier. Low impact, customer is just inquiring for future planning.",Billing & Payment,High
TCK-10880,"Disputed transaction: We were charged the Enterprise annual tier rate of $1,245 instead of monthly tier. Causes immediate revenue loss and prevents checkout completion.",Billing & Payment,High
TCK-11028,Direct message from enterprise admin: Password reset link gives 'HTTP 400 Token Invalid or Expired' immediately upon opening. Halts all production CI/CD deployments across engineering.,Account & Access,High
TCK-10365,"Internal incident report: Data corruption risk: After rendering the executive KPI dashboard, previously saved records disappear from Notification Queue. No immediate workaround available; critical customer escalation.",Bug / System Error,Critical
TCK-11584,"Ticket opened by employee: Please introduce keyboard navigation shortcuts (e.g., 'j/k' to traverse items, 'e' to archive) for power users. No immediate workaround available; critical customer escalation.",Feature Request,Low
TCK-10263,Critical alert logged: Encountered a fatal crash during rendering the executive KPI dashboard. The screen went completely blank and logged java.lang.NullPointerException. Visual bug only; functional workflows remain operational.,Bug / System Error,High
TCK-10806,"Report from customer success: Invoice #31704 has the incorrect legal entity tax ID. Please regenerate with GST/VAT #VAT-31704. Only affects a single user, but workaround is cumbersome.",Billing & Payment,Medium
TCK-11387,"Support inquiry from tier-1: Locked out of account. Password reset email never arrives for user l.muller@initechllc.com. Affects more than 2,000 active concurrent users.",Account & Access,High
TCK-10597,"Issue logged via web portal: Please update our billing address to 110 Market St, Berlin and re-send the invoice #73538. Minor inconvenience for internal staff.",Billing & Payment,Low
TCK-12065,Issue logged via web portal: Outlook desktop app crashes repeatedly during startup with error 'MAPI32.DLL missing or corrupt'. High severity as our SLA requires a resolution within 2 hours.,Technical / IT Support,Medium
TCK-12335,User stated: Assistance needed to configure corporate AWS CLI credentials and kubectl context on developer workstation. Visual bug only; functional workflows remain operational.,Technical / IT Support,Low
TCK-10801,"Our corporate account was billed twice for invoice #14466. Total overcharge is $3,584. Halts all production CI/CD deployments across engineering.",Billing & Payment,High
TCK-10509,Critical alert logged: Need clarification on line-item usage charges for data egress on current monthly billing statement. Minor inconvenience for internal staff.,Billing & Payment,Low
TCK-10361,"Direct message from enterprise admin: Bug discovered in Reporting Engine: executing SQL query against reporting replica yields incorrect calculation results. Only affects a single user, but workaround is cumbersome.",Bug / System Error,High
TCK-10897,"Account marked past due and suspended, but wire transfer of $1,196 was completed 3 business days ago. Visual bug only; functional workflows remain operational.",Billing & Payment,High
TCK-12100,Inquiry received: Need replacement 90W USB-C AC power adapter for Dell Latitude laptop; current cable has a frayed wire. Visual bug only; functional workflows remain operational.,Technical / IT Support,Low
TCK-11905,"Can you support bulk employee CSV upload? Manually creating individual user accounts is too slow. Low impact, customer is just inquiring for future planning.",Feature Request,Medium
TCK-12144,"Floor 3 network printer is displaying 'Paper Jam Error 52' even though the internal tray is completely clear. Low impact, customer is just inquiring for future planning.",Technical / IT Support,High
TCK-10687,"Please update our billing address to 694 Market St, Sydney and re-send the invoice #57409. Affects more than 2,000 active concurrent users.",Billing & Payment,Low
TCK-10622,Subscription auto-renewed without prior 30-day notice; requesting full refund for unused seat licenses. No immediate workaround available; critical customer escalation.,Billing & Payment,Medium
TCK-10199,Encountered a fatal crash during filtering transaction logs by timestamp. The screen went completely blank and logged HTTP 502 Bad Gateway. Causes immediate revenue loss and prevents checkout completion.,Bug / System Error,High
TCK-11178,Customer reports: How can I transfer primary account ownership from m.garcia@cyberdynesystems.com to finance@company.com? Minor inconvenience for internal staff.,Account & Access,Low
TCK-11760,Can you support bulk employee CSV upload? Manually creating individual user accounts is too slow. This is blocking the entire finance department from closing month-end accounts.,Feature Request,Medium
TCK-11759,"Can we add granular tag-based filtering and custom multi-select fields to the main ticket view? Only affects a single user, but workaround is cumbersome.",Feature Request,Low
TCK-10011,"Data corruption risk: After uploading a 25MB CSV data file, previously saved records disappear from Notification Queue. High severity as our SLA requires a resolution within 2 hours.",Bug / System Error,Critical
TCK-10693,Inquiry received: Requesting official formal price quote for expanding from 50 to 150 user licenses for Massive Dynamic. Minor inconvenience for internal staff.,Billing & Payment,Low
TCK-11109,"Immediate offboarding request: Please revoke all API tokens and deactivate account for former staff a.patel@umbrellacorp.com. Only affects a single user, but workaround is cumbersome.",Account & Access,High
TCK-12458,Physical Ethernet port at desk #38 has no link light and does not assign a DHCP IP address. High severity as our SLA requires a resolution within 2 hours.,Technical / IT Support,Low
TCK-10698,"Please update our billing address to 613 Market St, Singapore and re-send the invoice #91719. No immediate workaround available; critical customer escalation.",Billing & Payment,Low
TCK-10665,Urgent assistance requested: Subscription auto-renewed without prior 30-day notice; requesting full refund for unused seat licenses. Visual bug only; functional workflows remain operational.,Billing & Payment,Medium
TCK-12427,"Floor 3 network printer is displaying 'Paper Jam Error 52' even though the internal tray is completely clear. Only affects a single user, but workaround is cumbersome.",Technical / IT Support,Low
TCK-11435,Need help configuring Role-Based Access Control (RBAC) permissions for third-party auditing contractors. Causes immediate revenue loss and prevents checkout completion.,Account & Access,Low
TCK-11591,"User stated: Requesting Webhook support for ticket status updates so our engineering team can trigger custom Slack alerts. Affects more than 2,000 active concurrent users.",Feature Request,Medium
TCK-10716,Client wrote: Requesting official formal price quote for expanding from 50 to 150 user licenses for Wayne Enterprises. No immediate workaround available; critical customer escalation.,Billing & Payment,Low
TCK-11764,Please provide a public REST API endpoint allowing programmatic retrieval of workspace analytics metrics. No immediate workaround available; critical customer escalation.,Feature Request,High
TCK-11011,"Password reset link gives 'HTTP 400 Token Invalid or Expired' immediately upon opening. Only affects a single user, but workaround is cumbersome.",Account & Access,High
TCK-10867,Disputed transaction: We were charged the Enterprise annual tier rate of $203 instead of monthly tier. Visual bug only; functional workflows remain operational.,Billing & Payment,High
TCK-11984,"Please introduce keyboard navigation shortcuts (e.g., 'j/k' to traverse items, 'e' to archive) for power users. No immediate workaround available; critical customer escalation.",Feature Request,Low
TCK-12084,Physical Ethernet port at desk #38 has no link light and does not assign a DHCP IP address. Minor inconvenience for internal staff.,Technical / IT Support,Low
TCK-11052,"Support inquiry from tier-1: Two-Factor Authentication (2FA) SMS verification code is not being delivered to phone ending in 5539. Only affects a single user, but workaround is cumbersome.",Account & Access,Critical
TCK-10909,"Support inquiry from tier-1: Please update our billing address to 127 Market St, San Francisco and re-send the invoice #37339. Minor inconvenience for internal staff.",Billing & Payment,Low
TCK-10097,Typo and visual bug: Text label displays 'Unkown Error' instead of valid status on Notification Queue.,Bug / System Error,High
TCK-11947,"Report from customer success: Please introduce keyboard navigation shortcuts (e.g., 'j/k' to traverse items, 'e' to archive) for power users. High severity as our SLA requires a resolution within 2 hours.",Feature Request,Low
TCK-12397,Automated monitoring alert: Dual external monitors are not recognized when connecting Lenovo ThinkPad to the USB-C docking station. No immediate workaround available; critical customer escalation.,Technical / IT Support,Critical
TCK-10250,"User stated: The export feature is generating corrupted, 0-byte files when importing customer leads from Salesforce. This is blocking the entire finance department from closing month-end accounts.",Bug / System Error,Medium
TCK-12435,Dual external monitors are not recognized when connecting Lenovo ThinkPad to the USB-C docking station. Causes immediate revenue loss and prevents checkout completion.,Technical / IT Support,Low
TCK-12241,Customer reports: Requesting standard workstation hardware provisioning for incoming senior software engineer starting next week. Minor inconvenience for internal staff.,Technical / IT Support,Low
TCK-12332,"Office Wi-Fi in the 4th floor engineering wing is suffering severe packet loss and DNS resolution timeouts. Only affects a single user, but workaround is cumbersome.",Technical / IT Support,Medium
TCK-11713,User stated: Please provide a public REST API endpoint allowing programmatic retrieval of workspace analytics metrics. No immediate workaround available; critical customer escalation.,Feature Request,Medium
TCK-11990,Would appreciate an automated weekly email digest summarizing team performance and open ticket counts. Minor inconvenience for internal staff.,Feature Request,Critical
TCK-10953,"Please update our billing address to 286 Market St, Tokyo and re-send the invoice #59042. Low impact, customer is just inquiring for future planning.",Billing & Payment,Low
TCK-10138,"Urgent assistance requested: Search index seems desynchronized in Reporting Engine; new entries do not appear after filtering transaction logs by timestamp. Affects more than 2,000 active concurrent users.",Bug / System Error,Medium
TCK-10580,Support inquiry from tier-1: Subscription auto-renewed without prior 30-day notice; requesting full refund for unused seat licenses. High severity as our SLA requires a resolution within 2 hours.,Billing & Payment,Medium
TCK-11240,Please grant Administrator privileges and workspace owner role to new hire e.dubois@initechllc.com. This is blocking the entire finance department from closing month-end accounts.,Account & Access,Medium
TCK-10007,Intermittent failure: clicking the bulk submit button fails with HTTP 504 Gateway Timeout for about 15% of requests. High severity as our SLA requires a resolution within 2 hours.,Bug / System Error,Medium
TCK-10889,"Customer reports: Please update our billing address to 281 Market St, New York and re-send the invoice #34905. Causes immediate revenue loss and prevents checkout completion.",Billing & Payment,Low
TCK-12197,"Client wrote: Office Wi-Fi in the 4th floor engineering wing is suffering severe packet loss and DNS resolution timeouts. Only affects a single user, but workaround is cumbersome.",Technical / IT Support,Medium
TCK-11103,Escalation notice: Security escalation: Unusual login detected from unrecognized IP in foreign jurisdiction for account k.chen. Visual bug only; functional workflows remain operational.,Account & Access,Critical
TCK-11634,"Kindly increase maximum file upload limit from 10MB to 100MB to support uploading short debugging screen recordings. Low impact, customer is just inquiring for future planning.",Feature Request,Low
TCK-11129,Need help configuring Role-Based Access Control (RBAC) permissions for third-party auditing contractors. Halts all production CI/CD deployments across engineering.,Account & Access,Low
TCK-10029,"Data corruption risk: After invoking the batch synchronization API, previously saved records disappear from Search Backend. No immediate workaround available; critical customer escalation.",Bug / System Error,Critical
TCK-10403,"Search index seems desynchronized in Analytics Dashboard; new entries do not appear after processing payroll deductions for all employees. Low impact, customer is just inquiring for future planning.",Bug / System Error,High
TCK-12158,Floor 3 network printer is displaying 'Paper Jam Error 52' even though the internal tray is completely clear. High severity as our SLA requires a resolution within 2 hours.,Technical / IT Support,Low
TCK-10405,Internal incident report: Crash report: Worker thread terminated unexpectedly with SSL handshake failed: certificate expired while uploading a 25MB CSV data file. Visual bug only; functional workflows remain operational.,Bug / System Error,Critical
TCK-10061,"Report from customer success: Data corruption risk: After generating the annual revenue reconciliation report, previously saved records disappear from Ingestion Pipeline. Low impact, customer is just inquiring for future planning.",Bug / System Error,Critical
TCK-11593,"Issue logged via web portal: Feature enhancement: Support multi-currency checkout (EUR, GBP, JPY, CAD) on the customer-facing billing page. Causes immediate revenue loss and prevents checkout completion.",Feature Request,Medium
TCK-10913,"Inquiry received: Account marked past due and suspended, but wire transfer of $3,898 was completed 3 business days ago. Halts all production CI/CD deployments across engineering.",Billing & Payment,Critical
TCK-11912,"Client wrote: Please introduce keyboard navigation shortcuts (e.g., 'j/k' to traverse items, 'e' to archive) for power users. Affects more than 2,000 active concurrent users.",Feature Request,Low
TCK-12211,Physical Ethernet port at desk #38 has no link light and does not assign a DHCP IP address. Visual bug only; functional workflows remain operational.,Technical / IT Support,Low
TCK-10236,"Support inquiry from tier-1: Data corruption risk: After generating the annual revenue reconciliation report, previously saved records disappear from Batch Processing Worker. Only affects a single user, but workaround is cumbersome.",Bug / System Error,Critical
